Episode,Metrica 1,Metrica 2,Metrica 3,Metrica 4,Metrica 5,Metrica 6,Metrica 7
802,6.11,3.33,88.33,73.68,34.21,2.5139610179953067,1.11
803,5.11,1.67,88.33,44.74,44.74,2.0767583321291925,1.21
804,3.06,0.0,91.67,63.16,34.21,1.4966629547095767,1.32
805,7.14,5.0,88.33,57.89,47.37,2.4698178070456938,1.08
806,5.69,3.33,90.0,60.53,34.21,2.1540659228538015,1.18
807,6.94,3.33,86.67,60.53,55.26,3.3098364462671057,1.03
808,9.72,6.67,85.0,57.89,44.74,2.1444438569900384,1.08
809,7.5,1.67,81.67,71.05,50.0,2.9247250504104847,1.03
810,5.28,1.67,86.67,60.53,39.47,1.9943208593356023,1.13
811,11.17,8.33,83.33,50.0,44.74,3.1211370682236077,1.11
812,8.19,3.33,85.0,68.42,36.84,2.5495097567963922,1.16
813,10.14,6.67,85.0,47.37,44.74,2.531435020952764,1.18
814,5.61,1.67,85.0,65.79,39.47,2.9449902994567134,1.16
815,10.06,5.0,81.67,44.74,42.11,2.1780270092201706,1.08
816,7.0,1.67,81.67,71.05,44.74,2.376185704738028,1.16
817,8.39,3.33,83.33,60.53,39.47,2.462574305827182,1.11
818,6.39,3.33,88.33,63.16,36.84,2.217355782608345,1.16
819,10.19,6.67,83.33,57.89,42.11,2.0928844424038795,1.13
820,7.28,5.0,88.33,63.16,42.11,1.8136306675690912,1.18
821,7.69,3.33,83.33,60.53,55.26,2.7890046096775762,1.05
822,9.44,6.67,85.0,55.26,47.37,1.7888543819998317,1.21
823,5.06,3.33,91.67,65.79,50.0,2.084104197181403,1.18
824,7.64,3.33,85.0,50.0,34.21,2.209072203437452,1.21
825,5.0,0.0,88.33,84.21,52.63,2.260776661041756,1.16
826,5.28,3.33,91.67,65.79,42.11,1.7627926754241197,1.26
827,8.67,5.0,85.0,44.74,42.11,2.239760908137258,1.18
828,6.53,3.33,88.33,52.63,39.47,2.5149834546051433,1.18
829,10.56,6.67,81.67,68.42,42.11,2.596883064924673,1.11
830,15.69,11.67,76.67,60.53,39.47,2.201563287160376,1.16
831,2.64,0.0,93.33,57.89,50.0,2.20676371507754,1.13
832,9.72,6.67,85.0,52.63,44.74,2.2946254863155726,1.21
833,5.83,1.67,86.67,52.63,44.74,2.0067911910195693,1.18
834,2.56,0.0,91.67,57.89,47.37,2.3021728866442674,1.18
835,6.31,3.33,88.33,68.42,42.11,2.004127971368055,1.13
836,9.86,8.33,86.67,57.89,26.32,1.4568627181693672,1.29
837,8.19,5.0,86.67,65.79,47.37,2.1213203435596424,1.16
838,4.72,3.33,93.33,44.74,42.11,2.004127971368055,1.29
839,9.03,6.67,86.67,76.32,55.26,2.952917740708502,1.05
840,9.64,6.67,85.0,65.79,42.11,2.1144915181114556,1.21
841,9.5,5.0,83.33,47.37,52.63,2.4720661623652207,1.03
842,6.67,3.33,86.67,68.42,47.37,2.701851217221259,1.05
843,8.25,5.0,86.67,60.53,55.26,2.5232483046502607,1.11
844,10.42,6.67,83.33,57.89,57.89,2.5860201081971503,1.11
845,11.25,6.67,81.67,60.53,50.0,2.8333197544620563,1.03
846,5.83,3.33,88.33,57.89,47.37,3.0495901363953815,1.0
847,7.22,5.0,88.33,84.21,44.74,2.2100574068328176,1.11
848,4.58,3.33,91.67,65.79,39.47,2.201563287160376,1.18
849,8.19,6.67,88.33,57.89,47.37,2.3021728866442674,1.13
850,5.97,5.0,91.67,76.32,39.47,2.1210975508957333,1.13
851,1.94,0.0,93.33,73.68,42.11,2.198797567717786,1.13
852,7.92,3.33,83.33,68.42,50.0,2.660889402055692,1.05
853,5.94,1.67,83.33,47.37,44.74,1.9095178719774686,1.18
854,10.56,6.67,83.33,55.26,50.0,2.433605899304609,1.05
855,5.56,3.33,91.67,55.26,47.37,2.5099800796022267,1.05
856,8.47,5.0,86.67,55.26,42.11,2.259964162664737,1.16
857,4.03,0.0,88.33,81.58,50.0,2.230486326359694,1.13
858,8.06,1.67,83.33,71.05,42.11,2.0710519545262756,1.16
859,5.56,3.33,90.0,63.16,42.11,2.1780270092201706,1.13
860,10.28,6.67,85.0,63.16,44.74,2.695423180587601,1.11
861,4.58,1.67,91.67,65.79,50.0,2.700159018606455,1.08
862,4.78,3.33,91.67,68.42,36.84,1.5545631755148024,1.21
863,7.22,5.0,88.33,65.79,42.11,1.7368157431402544,1.32
864,4.83,1.67,88.33,68.42,44.74,2.713032292046498,1.05
865,10.56,5.0,81.67,50.0,55.26,2.659448130695839,1.0
866,7.56,3.33,85.0,63.16,50.0,2.7580152645418736,1.11
867,11.11,8.33,83.33,68.42,39.47,2.3170282772998654,1.11
868,4.44,3.33,93.33,60.53,39.47,2.0796975205393733,1.29
869,8.81,5.0,85.0,55.26,55.26,3.3098364462671057,0.95
870,5.97,5.0,91.67,57.89,42.11,2.004127971368055,1.16
871,9.22,3.33,81.67,57.89,44.74,2.5314350209527645,1.05
872,10.42,5.0,81.67,47.37,52.63,3.2829526005987018,1.0
873,5.83,1.67,85.0,73.68,44.74,2.3761857047380284,1.16
874,4.86,1.67,90.0,71.05,47.37,2.0976176963403033,1.21
875,9.78,5.0,80.0,65.79,50.0,2.433605899304609,1.05
876,11.67,10.0,85.0,52.63,52.63,2.8674417556808756,1.05
877,6.67,5.0,91.67,50.0,52.63,2.7284509239574835,1.05
878,9.31,6.67,86.67,63.16,42.11,2.396622968448012,1.11
879,7.28,3.33,85.0,60.53,39.47,1.8589181153419083,1.24
880,6.81,3.33,86.67,47.37,39.47,2.566322532760645,1.21
881,7.5,5.0,90.0,60.53,42.11,2.239760908137258,1.16
882,8.75,6.67,86.67,42.11,39.47,2.1617048512445307,1.24
883,6.72,3.33,86.67,42.11,39.47,2.354258499248849,1.11
884,6.94,3.33,86.67,57.89,52.63,3.265986323710904,1.03
885,7.08,1.67,83.33,68.42,52.63,2.0816659994661326,1.16
886,11.94,5.0,80.0,44.74,42.11,2.7333266142496195,1.11
887,9.36,5.0,81.67,60.53,42.11,2.73332661424962,1.13
888,6.17,1.67,85.0,57.89,39.47,2.4448549425234,1.18
889,6.25,3.33,88.33,60.53,50.0,2.1340142034435043,1.11
890,3.86,1.67,90.0,78.95,36.84,2.23606797749979,1.13
891,7.36,3.33,85.0,63.16,55.26,2.4038607931414764,1.16
892,11.39,8.33,83.33,47.37,42.11,2.1144915181114556,1.21
893,9.31,5.0,83.33,76.32,47.37,2.280350850198276,1.08
894,6.72,3.33,86.67,55.26,42.11,2.525898907172692,1.08
895,4.64,1.67,90.0,60.53,52.63,3.48010216963685,1.0
896,8.75,5.0,85.0,60.53,44.74,2.0767583321291925,1.26
897,6.17,1.67,86.67,65.79,52.63,2.5385910352879693,1.03
898,7.64,3.33,86.67,52.63,42.11,3.1360342383018804,1.0
899,1.94,0.0,95.0,47.37,50.0,2.4551376399348634,1.11
900,11.94,8.33,81.67,55.26,60.53,2.898275349237888,1.03
901,13.72,6.67,73.33,60.53,44.74,2.166535841157586,1.24
902,8.39,6.67,88.33,68.42,55.26,2.659448130695839,1.08
903,6.11,3.33,88.33,42.11,39.47,2.058685322043776,1.29
904,7.22,5.0,88.33,73.68,34.21,2.244994432064365,1.16
905,8.19,3.33,85.0,73.68,44.74,2.5687817065259386,1.18
906,13.19,6.67,75.0,60.53,55.26,3.201427017455948,1.0
907,7.36,5.0,88.33,57.89,57.89,2.8613807855648994,1.03
908,9.78,5.0,81.67,50.0,39.47,2.1004995355097673,1.13
909,6.31,3.33,86.67,60.53,55.26,2.303900709125428,1.05
910,6.25,1.67,86.67,60.53,50.0,2.518628655580084,1.05
911,6.39,5.0,91.67,63.16,52.63,2.7688746209726918,1.13
912,8.61,5.0,85.0,44.74,39.47,1.835380079930907,1.21
913,6.39,5.0,90.0,52.63,47.37,2.258317958127243,1.08
914,9.03,6.67,86.67,57.89,50.0,2.3229554200751488,1.11
915,8.11,3.33,83.33,63.16,42.11,2.3583857765586993,1.16
916,4.69,1.67,88.33,47.37,36.84,2.41522945769824,1.24
917,8.94,6.67,85.0,60.53,42.11,2.507838949842495,1.08
918,9.03,6.67,86.67,52.63,50.0,2.9426654207356555,1.05
919,6.64,5.0,88.33,76.32,47.37,2.6457513110645907,1.11
920,3.25,0.0,90.0,71.05,55.26,2.614836561281514,1.08
921,8.47,6.67,88.33,57.89,50.0,2.8518351966619084,1.08
922,9.44,3.33,80.0,71.05,50.0,2.995841993843728,0.97
923,2.08,1.67,96.67,68.42,50.0,2.7580152645418736,1.08
924,9.03,5.0,83.33,78.95,52.63,3.1091263510296048,1.03
925,12.78,6.67,76.67,76.32,55.26,3.127066790588709,1.05
926,15.33,10.0,75.0,63.16,47.37,2.7748873851023217,1.03
927,11.03,3.33,73.33,57.89,50.0,2.719581196371329,1.16
928,9.17,5.0,83.33,50.0,50.0,2.006913259467118,1.13
929,13.25,6.67,75.0,68.42,36.84,2.9011491975882016,1.18
930,9.86,5.0,81.67,47.37,44.74,2.335761613034423,1.05
931,14.58,10.0,76.67,60.53,52.63,2.96273147243853,1.03
932,15.28,11.67,80.0,71.05,50.0,2.518628655580084,1.11
933,10.56,6.67,83.33,60.53,44.74,2.5501767312373116,1.16
934,9.78,5.0,81.67,57.89,52.63,2.4037008503093262,1.05
935,6.94,1.67,83.33,57.89,47.37,2.6076809620810595,1.16
936,9.44,6.67,86.67,47.37,44.74,2.2100574068328176,1.24
937,6.86,3.33,85.0,55.26,42.11,2.47132313073967,1.05
938,7.33,1.67,81.67,73.68,36.84,2.140872096444188,1.16
939,7.92,6.67,90.0,63.16,44.74,2.6776982703827716,1.13
940,4.72,3.33,93.33,50.0,44.74,2.252738318574261,1.11
941,12.64,10.0,83.33,52.63,47.37,2.23606797749979,1.13
942,13.33,8.33,78.33,71.05,44.74,2.9485382057928993,1.05
943,5.69,1.67,88.33,63.16,47.37,2.449489742783178,1.13
944,15.67,11.67,75.0,57.89,44.74,2.512553515861508,1.08
945,9.58,6.67,83.33,52.63,55.26,3.127066790588709,0.97
946,6.17,3.33,90.0,47.37,47.37,3.1780497164141406,1.0
947,6.94,5.0,88.33,52.63,44.74,2.122121900491161,1.21
948,5.42,3.33,91.67,47.37,44.74,2.053700824080745,1.16
949,4.92,1.67,88.33,34.21,52.63,2.5603819159562025,1.08
950,8.89,6.67,88.33,63.16,42.11,1.8136306675690912,1.18
951,9.83,6.67,85.0,60.53,52.63,2.260776661041756,1.08
952,5.69,0.0,85.0,65.79,52.63,2.3804761428476167,1.05
953,9.22,6.67,85.0,60.53,47.37,2.8284271247461903,1.13
954,10.89,6.67,81.67,57.89,44.74,2.231499907401901,1.16
955,9.03,6.67,86.67,36.84,52.63,3.80058475033046,0.87
956,9.44,5.0,81.67,63.16,50.0,2.158536489937882,1.08
957,6.53,3.33,88.33,52.63,50.0,2.6410356400619746,1.05
958,8.19,5.0,85.0,57.89,47.37,2.792848008753788,1.13
959,12.22,6.67,78.33,44.74,60.53,2.6076809620810595,0.92
960,10.83,5.0,80.0,44.74,42.11,1.981317701609397,1.11
961,11.31,6.67,78.33,57.89,50.0,2.700159018606455,1.11
962,10.56,8.33,85.0,50.0,44.74,2.294625486315573,1.08
963,5.0,3.33,91.67,47.37,47.37,2.5495097567963922,1.16
964,3.67,1.67,91.67,81.58,44.74,2.7479120088101925,1.08
965,3.47,1.67,93.33,65.79,44.74,2.0767583321291925,1.21
966,9.03,3.33,81.67,47.37,36.84,1.9790570145063195,1.24
967,8.53,5.0,85.0,63.16,50.0,2.4976443195167732,1.11
968,7.92,3.33,86.67,60.53,50.0,2.56008136989796,1.13
969,10.97,8.33,85.0,52.63,42.11,2.489647988659846,1.13
970,5.0,1.67,90.0,60.53,50.0,3.1832316894815658,0.97
971,12.08,10.0,85.0,63.16,42.11,2.279988400724446,1.11
972,9.03,6.67,86.67,52.63,50.0,3.6456630022208265,0.92
973,13.81,11.67,81.67,55.26,50.0,2.6410356400619746,1.11
974,7.92,6.67,90.0,81.58,44.74,3.136356914300021,1.05
975,8.53,5.0,83.33,65.79,57.89,3.307189138830738,1.05
976,11.11,6.67,81.67,60.53,52.63,2.7487370837451075,1.11
977,14.36,10.0,78.33,60.53,57.89,3.112474899497183,1.08
978,9.31,6.67,86.67,50.0,39.47,2.260033290150787,1.16
979,16.31,11.67,76.67,65.79,55.26,3.108198779675978,1.05
980,9.0,6.67,85.0,55.26,50.0,3.1997229796990867,1.08
981,10.33,6.67,83.33,47.37,47.37,3.0166206257996713,1.0
982,6.53,5.0,90.0,52.63,50.0,3.0480909969621597,1.03
983,4.69,0.0,85.0,44.74,34.21,2.262741699796952,1.24
984,8.47,5.0,86.67,65.79,50.0,3.1832316894815658,1.03
985,8.47,3.33,83.33,52.63,44.74,2.623805202658269,1.03
986,8.53,6.67,86.67,65.79,50.0,2.4551376399348634,1.18
987,4.58,1.67,91.67,65.79,52.63,3.4318767136623336,0.95
988,9.72,6.67,86.67,73.68,42.11,2.7166459631788973,1.05
989,8.06,3.33,85.0,68.42,50.0,2.5394395961715412,1.16
990,10.61,6.67,83.33,65.79,47.37,2.8284271247461903,1.05
991,13.39,10.0,81.67,57.89,47.37,2.073644135332772,1.18
992,15.19,8.33,75.0,60.53,50.0,2.924725050410485,1.13
993,6.67,3.33,88.33,63.16,50.0,2.6210314943134176,1.11
994,7.0,5.0,90.0,57.89,55.26,2.659448130695839,1.03
995,8.47,6.67,88.33,73.68,47.37,3.1304951684997055,1.16
996,8.61,5.0,85.0,65.79,60.53,3.22490309931942,1.05
997,11.67,8.33,83.33,63.16,57.89,2.9895651857753496,1.0
998,7.36,3.33,86.67,44.74,55.26,2.703323598370837,0.97
999,7.22,3.33,83.33,47.37,42.11,3.1069104528427385,1.03
1000,6.67,3.33,86.67,57.89,47.37,2.7202941017470885,1.05
1001,6.67,5.0,90.0,57.89,44.74,2.4159335036125373,1.16
1002,10.97,6.67,81.67,68.42,50.0,2.621031494313417,1.08
1003,7.42,6.67,90.0,63.16,55.26,2.614836561281514,1.05
1004,9.5,5.0,81.67,50.0,55.26,2.99249349222986,1.0
1005,9.36,3.33,80.0,50.0,47.37,2.701851217221259,1.03
1006,11.03,6.67,81.67,39.47,44.74,2.9485382057928997,1.13
1007,9.44,6.67,85.0,55.26,52.63,2.943920288775949,1.08
